rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,deathDate,title
Lee Dong-gun,1980-07-26,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Singing|Lee_Dong-gun__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Lee_Dong-gun__1},"['actor', 'sing']",True,False,,
Lee Hee-jin,1980-02-21,1980-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Lee Jin,1980-03-21,1980-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Manuel Chua,1980-10-29,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Appliance_Store_Owner|Manuel_Chua__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Appliance_Store_Owner|http://dbpedia.org/resource/Manuel_Chua__1},['actor'],True,False,,
Mariana Derderian,1980-01-15,1980-01-01T00:00:00+02:00,{Actor|Mariana_Derderian__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mariana_Derderian__1},['actor'],True,False,,
Marjorie de Sousa,1980-04-23,1980-01-01T00:00:00+02:00,{Actor|Marjorie_de_Sousa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marjorie_de_Sousa__1},['actor'],True,False,,
Mark Webber (actor),1980-07-19,1980-01-01T00:00:00+02:00,Mark_Webber_(actor)__1,http://dbpedia.org/resource/Mark_Webber_(actor)__1,['actor'],True,False,,
Marnette Patterson,1980-04-26,1980-01-01T00:00:00+02:00,{Actor|Marnette_Patterson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Marnette_Patterson__1},['actor'],True,False,,
Mars (rapper),1980-04-18,1980-01-01T00:00:00+02:00,{Rapping|Actor|Record producer|Entrepreneurship},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Entrepreneurship},['actor'],True,False,,
James Anderson (actor),1980-11-03,1980-01-01T00:00:00+02:00,{Actor|James_Anderson_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Anderson_(actor)__1},['actor'],True,False,,
James DeBello,1980-06-09,1980-01-01T00:00:00+02:00,{Actor|James_DeBello__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_DeBello__1},['actor'],True,False,,
James Jarvie,1980-09-30,1980-01-01T00:00:00+02:00,{Actor|James_Jarvie__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Jarvie__1},['actor'],True,False,,
James Lloyd (actor),1980-01-10,1980-01-01T00:00:00+02:00,{Actor|James_Lloyd_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/James_Lloyd_(actor)__1},['actor'],True,False,,
James Walsh (musician),{1980-06-09|1980-06-10},1980-01-01T00:00:00+02:00,{Guitarist|Actor|Musician|Singing|Songwriter},{http://dbpedia.org/resource/Guitarist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'sing', 'songwriter']",True,False,,
Janina Gavankar,1980-11-29,1980-01-01T00:00:00+02:00,{Actor|Musician|Janina_Gavankar__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Janina_Gavankar__1},"['actor', 'musician']",True,False,,
Jason Cook (actor),1980-09-13,1980-01-01T00:00:00+02:00,{Actor|Jason_Cook_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jason_Cook_(actor)__1},['actor'],True,False,,
Jason Gainza,1980-04-27,1980-01-01T00:00:00+02:00,{Actor|Impersonator|Jason_Gainza__1|Jason_Gainza__2|Jason_Gainza__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Impersonator|http://dbpedia.org/resource/Jason_Gainza__1|http://dbpedia.org/resource/Jason_Gainza__2|http://dbpedia.org/resource/Jason_Gainza__3},['actor'],True,False,,
Jason Schwartzman,1980-06-26,1980-01-01T00:00:00+02:00,{Actor|Musician|Jason_Schwartzman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Jason_Schwartzman__1},"['actor', 'musician']",True,False,,
Jason Segel,1980-01-18,1980-01-01T00:00:00+02:00,{Actor|Screenwriter|Jason_Segel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Jason_Segel__1},['actor'],True,False,,
Javed Khan (actor),1980-03-24,1980-01-01T00:00:00+02:00,{Actor|Javed_Khan_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Javed_Khan_(actor)__1},['actor'],True,False,,
Dwi Sasono,1980-03-30,1980-01-01T00:00:00+02:00,{Actor|Dwi_Sasono__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dwi_Sasono__1},['actor'],True,False,,
Dylan Fergus,1980-01-04,1980-01-01T00:00:00+02:00,{Actor|Dylan_Fergus__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Dylan_Fergus__1},['actor'],True,False,,
Eduardo Orozco,1980-03-12,1980-01-01T00:00:00+02:00,{Actor|Eduardo_Orozco__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eduardo_Orozco__1},['actor'],True,False,,
Edward Ou,1980-10-16,1980-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,,
Előd Novák,1980-04-25,1980-01-01T00:00:00+02:00,{Politician|El%C5%91d_Nov%C3%A1k__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/El%C5%91d_Nov%C3%A1k__1},['politician'],False,True,,
Elaine Yiu,1980-11-21,1980-01-01T00:00:00+02:00,{Actor|Presenter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter},['actor'],True,False,,
Eleanor Noble,1980-01-01T00:00:00+02:00,1980-01-01T00:00:00+02:00,{Actor|Eleanor_Noble__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eleanor_Noble__1},['actor'],True,False,,
Elie Mitri,{1980-01-26|1990-07-20},{1980-01-01T00:00:00+02:00|1990-01-01T00:00:00+02:00},{Actor|Elie_Mitri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Elie_Mitri__1},['actor'],True,False,,
Joe MacLeod,1980-01-29,1980-01-01T00:00:00+02:00,{Actor|Joe_MacLeod__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joe_MacLeod__1},['actor'],True,False,,
John-Paul Lavoisier,1980-03-12,1980-01-01T00:00:00+02:00,{Actor|John-Paul_Lavoisier__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John-Paul_Lavoisier__1},['actor'],True,False,,
Josip Vujčić,1980-04-28,1980-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Film producer|Josip_Vuj%C4%8Di%C4%87__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Josip_Vuj%C4%8Di%C4%87__1},['actor'],True,False,,
Juan Watterson,1980-07-04,1980-01-01T00:00:00+02:00,{Accountant|Politician|Juan_Watterson__1},{http://dbpedia.org/resource/Accountant|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Juan_Watterson__1},['politician'],False,True,,
Juhi Parmar,1980-12-14,1980-01-01T00:00:00+02:00,{Anchor|Dance|Actor|Presenter|Juhi_Parmar__1},{http://dbpedia.org/resource/Anchor|http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Juhi_Parmar__1},['actor'],True,False,,
Julia Perez,{1980-06-15|1980-07-15},1980-01-01T00:00:00+02:00,{Actor|Singing|Julia_Perez__1|Julia_Perez__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Julia_Perez__1|http://dbpedia.org/resource/Julia_Perez__2},"['actor', 'sing']",True,False,,
Juliana Kanyomozi,{1980-11-27|1981-11-27},{1980-01-01T00:00:00+02:00|1981-01-01T00:00:00+02:00},{Entertainment|Actor|Musician|Juliana_Kanyomozi__1},{http://dbpedia.org/resource/Entertainment|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Juliana_Kanyomozi__1},"['actor', 'musician']",True,False,,
Jun Jin,1980-08-19,1980-01-01T00:00:00+02:00,{Dance|Rapping|Actor|Model (profession)|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Junaid Ahmed Palak,{1980-05-17|1980-08-18},1980-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,,
Justin Roiland,1980-02-21,1980-01-01T00:00:00+02:00,{Actor|Voice acting|Justin_Roiland__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Justin_Roiland__1},['actor'],True,False,,
Justin Shenkarow,1980-10-17,1980-01-01T00:00:00+02:00,{Actor|Justin_Shenkarow__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Justin_Shenkarow__1},['actor'],True,False,,
Justin Smith (American actor),1980-04-08,1980-01-01T00:00:00+02:00,Justin_Smith_(American_actor)__1,http://dbpedia.org/resource/Justin_Smith_(American_actor)__1,['actor'],True,False,,
K. C. Clyde,1980-05-02,1980-01-01T00:00:00+02:00,{Actor|K._C._Clyde__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/K._C._Clyde__1},['actor'],True,False,,
Kahi (singer),1980-12-25,1980-01-01T00:00:00+02:00,{Dance|Rapping|Actor|Choreography|Singing|Composer},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Composer},"['actor', 'sing']",True,False,,
Karen Dejo,{1980-01-01T00:00:00+02:00|1980-07-10},1980-01-01T00:00:00+02:00,{Dance|Actor|Karen_Dejo__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Karen_Dejo__1},['actor'],True,False,,
Arya (actor),1980-01-01T00:00:00+02:00,1980-01-01T00:00:00+02:00,Arya_(actor)__1,http://dbpedia.org/resource/Arya_(actor)__1,['actor'],True,False,,
Aryeman (actor),1980-08-22,1980-01-01T00:00:00+02:00,{Actor|Activism|Aryeman_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Activism|http://dbpedia.org/resource/Aryeman_(actor)__1},['actor'],True,False,,
Ashanti (singer),1980-10-13,1980-01-01T00:00:00+02:00,{Dance|Actor|Record producer|Singer-songwriter},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singer-songwriter},"['actor', 'sing', 'songwriter']",True,False,,
Axle Whitehead,1980-12-16,1980-01-01T00:00:00+02:00,{Actor|Musician|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing},"['actor', 'musician', 'sing']",True,False,,
Ayumi Ito,1980-04-14,1980-01-01T00:00:00+02:00,{Actor|Ayumi_Ito__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ayumi_Ito__1},['actor'],True,False,,
Bada (singer),1980-02-28,1980-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,,
Barbara Zatler,1980-11-07,1980-01-01T00:00:00+02:00,{Celebrity|Actor|Businessperson|Glamour photography|Barbara_Zatler__1|Barbara_Zatler__2},{http://dbpedia.org/resource/Celebrity|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Glamour_photography|http://dbpedia.org/resource/Barbara_Zatler__1|http://dbpedia.org/resource/Barbara_Zatler__2},['actor'],True,False,,
Angel Coulby,1980-08-30,1980-01-01T00:00:00+02:00,{Actor|Singing|Angel_Coulby__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Angel_Coulby__1},"['actor', 'sing']",True,False,,
Angela Dodson,1980-04-10,1980-01-01T00:00:00+02:00,{Actor|Angela_Dodson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Angela_Dodson__1},['actor'],True,False,,
Ankur Bhatia,1980-05-24,1980-01-01T00:00:00+02:00,{Actor|Ankur_Bhatia__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ankur_Bhatia__1},['actor'],True,False,,
Anna Chlumsky,1980-12-03,1980-01-01T00:00:00+02:00,{Actor|Anna_Chlumsky__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anna_Chlumsky__1},['actor'],True,False,,
Anne Judson-Yager,1980-01-07,1980-01-01T00:00:00+02:00,{Actor|Anne_Judson-Yager__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anne_Judson-Yager__1},['actor'],True,False,,
Antony Raijekov,1980-03-20,1980-01-01T00:00:00+02:00,{Actor|Musician|Programming (music)},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Programming_(music)},"['actor', 'musician']",True,False,,
Anuj Sachdeva,{1980-10-05|1982-10-05},{1980-01-01T00:00:00+02:00|1982-01-01T00:00:00+02:00},{Actor|Model (profession)|Anuj_Sachdeva__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Anuj_Sachdeva__1},['actor'],True,False,,
Archil Khabadze,{1980-01-01T00:00:00+02:00|1980-03-11},1980-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,,
Ock Joo-hyun,1980-03-20,1980-01-01T00:00:00+02:00,{Radio jockey|Actor|Presenter|Singing|Promotional model},{http://dbpedia.org/resource/Radio_jockey|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Promotional_model},"['actor', 'sing']",True,False,,
Oliver James (actor),1980-06-01,1980-01-01T00:00:00+02:00,Oliver_James_(actor)__1,http://dbpedia.org/resource/Oliver_James_(actor)__1,['actor'],True,False,,
Padmapriya Janakiraman,1980-02-28,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Padmapriya_Janakiraman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Padmapriya_Janakiraman__1},['actor'],True,False,,
Parambrata Chatterjee,{1980-06-27|1981-06-27},{1980-01-01T00:00:00+02:00|1981-01-01T00:00:00+02:00},{Actor|Film director|Parambrata_Chatterjee__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Parambrata_Chatterjee__1},['actor'],True,False,,
Rachel Specter,1980-04-09,1980-01-01T00:00:00+02:00,{Actor|Rachel_Specter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rachel_Specter__1},['actor'],True,False,,
Reagan Gomez-Preston,1980-04-24,1980-01-01T00:00:00+02:00,{Actor|Reagan_Gomez-Preston__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Reagan_Gomez-Preston__1},['actor'],True,False,,
Rebeka Dremelj,1980-07-25,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Presenter|Singing|Fashion design},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Presenter|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Fashion_design},"['actor', 'sing']",True,False,,
Rena Tanaka,1980-05-22,1980-01-01T00:00:00+02:00,{Actor|Rena_Tanaka__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Rena_Tanaka__1},['actor'],True,False,,
Richa Pallod,1980-08-30,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Voice acting|Richa_Pallod__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Richa_Pallod__1},['actor'],True,False,,
Petra Schmidt-Schaller,1980-08-28,1980-01-01T00:00:00+02:00,{Actor|Petra_Schmidt-Schaller__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Petra_Schmidt-Schaller__1},['actor'],True,False,,
Poonam Joshi,1980-10-23,1980-01-01T00:00:00+02:00,{Actor|Poonam_Joshi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Poonam_Joshi__1},['actor'],True,False,,
Prasanna (actor),{1980-08-28|1982-08-28},{1980-01-01T00:00:00+02:00|1982-01-01T00:00:00+02:00},{Actor|Prasanna_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Prasanna_(actor)__1},['actor'],True,False,,
Preeya Kalidas,1980-06-21,1980-01-01T00:00:00+02:00,{Actor|Singing|Preeya_Kalidas__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Preeya_Kalidas__1},"['actor', 'sing']",True,False,,
Priit Võigemast,1980-04-18,1980-01-01T00:00:00+02:00,{Actor|Priit_V%C3%B5igemast__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Priit_V%C3%B5igemast__1},['actor'],True,False,,
Pua Magasiva,1980-08-10,1980-01-01T00:00:00+02:00,{Actor|Pua_Magasiva__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pua_Magasiva__1},['actor'],True,False,,
Alaina Huffman,1980-04-17,1980-01-01T00:00:00+02:00,{Actor|Alaina_Huffman__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alaina_Huffman__1},['actor'],True,False,,
Alan Estrada,1980-12-23,1980-01-01T00:00:00+02:00,{Actor|Singing|Alan_Estrada__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Alan_Estrada__1},"['actor', 'sing']",True,False,,
Alberto Zeni,1980-12-10,1980-01-01T00:00:00+02:00,{Actor|Alberto_Zeni__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alberto_Zeni__1},['actor'],True,False,,
Alek Carrera,1980-10-07,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Film_producer},['actor'],True,False,,
Aleksa Palladino,1980-09-21,1980-01-01T00:00:00+02:00,{Actor|Aleksa_Palladino__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Aleksa_Palladino__1},['actor'],True,False,,
Alex Lopez (actress),1980-01-01T00:00:00+02:00,1980-01-01T00:00:00+02:00,{Actor|Alex_Lopez_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alex_Lopez_(actress)__1},['actor'],True,False,,
Alexa Havins,1980-11-16,1980-01-01T00:00:00+02:00,{Actor|Alexa_Havins__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alexa_Havins__1},['actor'],True,False,,
Riva Bubber,1980-07-15,1980-01-01T00:00:00+02:00,{Actor|Model (profession)|Riva_Bubber__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Riva_Bubber__1},['actor'],True,False,,
Robert Hoffman (actor),1980-09-21,1980-01-01T00:00:00+02:00,Robert_Hoffman_(actor)__1,http://dbpedia.org/resource/Robert_Hoffman_(actor)__1,['actor'],True,False,,
Robin Bain,1980-02-12,1980-01-01T00:00:00+02:00,{Actor|Writer|Robin_Bain__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Robin_Bain__1},['actor'],True,False,,
Sunil Raoh,1980-09-04,1980-01-01T00:00:00+02:00,{Lyricist|Actor|Singing|Sunil_Raoh__1},{http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Sunil_Raoh__1},"['actor', 'sing']",True,False,,
Suzie Pollard,1980-10-13,1980-01-01T00:00:00+02:00,{Actor|Suzie_Pollard__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Suzie_Pollard__1},['actor'],True,False,,
Swastika Mukherjee,1980-12-13,1980-01-01T00:00:00+02:00,{Actor|Swastika_Mukherjee__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Swastika_Mukherjee__1},['actor'],True,False,,
Syahrini,{1980-08-01|1982-08-01},{1980-01-01T00:00:00+02:00|1982-01-01T00:00:00+02:00},{Dance|Actor|Singing|Syahrini__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Syahrini__1},"['actor', 'sing']",True,False,,
T.I.,1980-09-25,1980-01-01T00:00:00+02:00,{Rapping|Actor|Record producer},{http://dbpedia.org/resource/Rapping|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer},['actor'],True,False,,
