rdf-schema#label,birthDate,birthYear,Occupation_g,Actor,Politician,Athlete,Business_person,Cause_of_Death_cat,deathDate,occupation_label,occupation,title,deathCause_label,deathCause,salary
Danny Taylor (baseball),1900-12-23,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1972-10-11,,,,,,
Dave Harris (baseball),1900-07-14,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1973-09-18,,,,,,
David Bain (Scottish footballer),1900-08-05,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1966-01-01T00:00:00+02:00,,,,,,
David Ellis (footballer),1900-03-02,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Berry (American football),1900-02-18,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Burley (English footballer),1900-12-23,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Carter (footballer born 1900),1900-10-19,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1981-01-01T00:00:00+02:00,,,,,,
George Davies (footballer born 1900),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1942-01-01T00:00:00+02:00,,,,,,
George Owens (footballer),1900-08-20,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1986-10-07,,,,,,
George Paterson (footballer born 1900),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
George Stephenson (footballer),1900-09-03,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1971-08-18,,,,,,
George Thompson (footballer born 1900),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1968-06-06,,,,,,
George Watkins (baseball),1900-06-04,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1970-06-01,,,,,,
Ghislaine Dommanget,1900-10-13,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1991-04-30,Actor,http://dbpedia.org/resource/Actor,,,,
Mona Lisa (actress),{1900-01-01T00:00:00+02:00|1922-06-22},{1900-01-01T00:00:00+02:00|1922-01-01T00:00:00+02:00},['actor'],True,False,False,False,Unknown,,{Actor|Mona_Lisa_(actress)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mona_Lisa_(actress)__1},,,,
Muthukulam Raghavan Pillai,1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1979-01-01T00:00:00+02:00,{Actor|Playwright|Screenwriter|Poet|Muthukulam_Raghavan_Pillai__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Playwright|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Poet|http://dbpedia.org/resource/Muthukulam_Raghavan_Pillai__1},,,,
Ben Williams (footballer born 1900),{1900-01-01T00:00:00+02:00|1900-10-29},1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1968-01-05,,,,,,
Betty Francisco,1900-09-26,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1950-11-25,{Actor|Betty_Francisco__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Betty_Francisco__1},,,,
Bill Adams (Australian footballer),1900-12-11,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1973-08-11,,,,,,
Bill Findlay (footballer),1900-02-17,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1949-06-11,,,,,,
Bill Grieve,1900-04-25,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-08-15,{Umpire (baseball)|Bill_Grieve__1},{http://dbpedia.org/resource/Umpire_(baseball)|http://dbpedia.org/resource/Bill_Grieve__1},,,,
Bill Hunter (footballer),1900-08-16,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Billy Brown (footballer born 1900),1900-08-22,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1985-01-01T00:00:00+02:00,,,,,,
Billy Butler (footballer),1900-03-17,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1966-07-11,,,,,,
Billy Henderson (footballer),1900-01-05,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1934-01-01T00:00:00+02:00,,,,,,
Billy Smith (footballer born 1900),1900-11-19,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Bobby Irvine (footballer born 1900),1900-04-29,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-01-01T00:00:00+02:00,,,,,,
Bobby Jones (rugby player),1900-10-15,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1970-01-01T00:00:00+02:00,,,,,,
Viggo Hansteen,1900-09-13,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1941-09-10,{Lawyer|Politician|Viggo_Hansteen__1},{http://dbpedia.org/resource/Lawyer|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Viggo_Hansteen__1},,,,
Wally Harris (footballer),1900-02-22,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1933-09-07,,,,,,
Walter Kinsella (actor),1900-08-16,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1975-05-11,,,,,,
Jimmy Gray (footballer),1900-09-16,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jimmy Wilson (baseball),1900-07-23,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1947-05-31,,,,,,
Len Lacy,1900-09-08,1900-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1998-06-07,{Farmer|Businessperson|Cowman (profession)},{http://dbpedia.org/resource/Farmer|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Cowman_(profession)},,,,
Les Smith (Australian footballer),1900-05-28,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Frank Davis (Australian politician),1900-04-13,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1980-02-28,,,,,,
Max Elloy,1900-05-05,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1975-01-16,{Actor|Max_Elloy__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Max_Elloy__1},,,,
Noel Purcell (actor),1900-12-23,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1985-03-03,Noel_Purcell_(actor)__1,http://dbpedia.org/resource/Noel_Purcell_(actor)__1,,,,
Norman Mitchell (sportsman),1900-02-19,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1973-03-08,,,,,,
Norman Pierce,1900-09-05,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,,{Actor|Norman_Pierce__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Norman_Pierce__1},,,,
Horace Foley,1900-11-23,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1989-07-03,,,,,,
Horace Geoffrey Quaritch Wales,1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1981-01-01T00:00:00+02:00,,,,,,
Horace Thompson,1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Horace W. B. Donegan,1900-05-17,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1991-11-11,,,,,,
Horace Williams,1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1960-10-29,,,,,,
Howard M. Jones (Louisiana politician),1900-06-11,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1980-07-24,,,,,,
Ian Hunter (actor),1900-06-13,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,{1975-09-22|1975-09-23},Ian_Hunter_(actor)__1,http://dbpedia.org/resource/Ian_Hunter_(actor)__1,,,,
Idris Jones (rugby player),1900-01-18,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1971-07-05,,,,,,
Charlie Cole (cyclist),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1985-01-01T00:00:00+02:00,,,,,,
Chick Davies (basketball),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1985-04-15,,,,,,
Chick Parsons,1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1988-01-01T00:00:00+02:00,{Foreign relations of Panama|United States federal civil service|Businessperson|Sailor},{http://dbpedia.org/resource/Foreign_relations_of_Panama|http://dbpedia.org/resource/United_States_federal_civil_service|http://dbpedia.org/resource/Businessperson|http://dbpedia.org/resource/Sailor},,,,
Clarence Skinner (politician),1900-01-19,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1962-04-26,,,,,,
Clark Murray (politician),1900-07-24,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1983-11-28,,,,,,
Clifford Davis (athlete),1900-04-23,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1974-10-19,,,,,,
Sam Langford (baseball),1900-05-21,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1993-07-31,,,,,,
Sam Russell (footballer born 1900),1900-01-02,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Sammy Davis (footballer),1900-05-25,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1988-01-01T00:00:00+02:00,,,,,,
Carlo Lombardi (actor),1900-01-02,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1984-03-21,Carlo_Lombardi_(actor)__1,http://dbpedia.org/resource/Carlo_Lombardi_(actor)__1,,,,
Carlos Casaravilla,1900-10-12,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1981-02-17,{Actor|Carlos_Casaravilla__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carlos_Casaravilla__1},,,,
Carola Neher,1900-11-02,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1942-06-26,{Actor|Carola_Neher__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carola_Neher__1},,,,
Catherine Dale Owen,1900-07-28,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Stroke,1965-09-07,{Actor|Catherine_Dale_Owen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Catherine_Dale_Owen__1},,Stroke,http://dbpedia.org/resource/Stroke,
Charles Baillie-Hamilton (Conservative politician),1900-05-22,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1939-04-24,,,,,,
Charles Codman Cabot,1900-11-22,1900-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1976-01-01T00:00:00+02:00,{Partner (business rank)|Judge|Charles_Codman_Cabot__1},{http://dbpedia.org/resource/Partner_(business_rank)|http://dbpedia.org/resource/Judge|http://dbpedia.org/resource/Charles_Codman_Cabot__1},,,,
Charles Farrell (Irish actor),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1988-01-01T00:00:00+02:00,,,,,,
Charles Judd (politician),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1973-01-01T00:00:00+02:00,,,,,,
Charles Lamb (actor),1900-11-20,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1989-03-19,,,,,,
Wendell Fertig,1900-12-16,1900-01-01T00:00:00+02:00,['business person'],False,False,False,True,Unknown,1975-03-24,{Mining engineering|Businessperson},{http://dbpedia.org/resource/Mining_engineering|http://dbpedia.org/resource/Businessperson},,,,
Wilfrid Lawson (actor),1900-01-14,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1966-10-10,Wilfrid_Lawson_(actor)__1,http://dbpedia.org/resource/Wilfrid_Lawson_(actor)__1,,Myocardial infarction,http://dbpedia.org/resource/Myocardial_infarction,
William Arnold (footballer),1900-03-01,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1977-01-01T00:00:00+02:00,,,,,,
William Benton (senator),1900-04-01,1900-01-01T00:00:00+02:00,"['senator', 'politician']",False,True,False,False,Unknown,1973-03-18,,,,,,
William Cowan (footballer born 1900),1900-11-28,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-01-01T00:00:00+02:00,,,,,,
William Hendriksen,1900-11-18,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1982-01-12,{Minister (Christianity)|William_Hendriksen__1},{http://dbpedia.org/resource/Minister_(Christianity)|http://dbpedia.org/resource/William_Hendriksen__1},,,,
William James (Australian rules footballer),1900-05-10,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
William Newton (footballer),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1965-05-03,,,,,,
William Stevenson (athlete),1900-10-25,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1985-04-02,,,,,,
William Taylor (cyclist),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
William Wood (footballer born 1900),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
William Wright (footballer),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Willie Davies (footballer),{1900-02-16|1900-03-10},1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1953-01-01T00:00:00+02:00,,,,,,
Clive Evatt,1900-06-06,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1984-09-15,Politician,http://dbpedia.org/resource/Politician,,,,
Colin Watson (footballer),1900-10-12,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1970-10-20,,,,,,
Cornelis Brouwer (athlete),1900-11-27,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1952-05-07,,,,,,
John Middleton (baseball),1900-04-11,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1986-11-03,,,,,,
John Otto (cyclist),1900-11-04,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1966-01-01T00:00:00+02:00,,,,,,
John Pugsley (footballer),1900-04-01,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1976-01-01T00:00:00+02:00,,,,,,
John Thurman (American football),1900-02-09,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1976-03-05,,,,,,
John Tyrrell (actor),1900-12-07,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1949-09-20,,,,,,
John Walker (footballer born 1900),1900-01-01T00:00:00+02:00,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1971-01-01T00:00:00+02:00,,,,,,
John Weston (footballer),1900-10-19,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1984-01-01T00:00:00+02:00,,,,,,
Josef Sieber,1900-04-28,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1962-12-03,{Actor|Josef_Sieber__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Josef_Sieber__1},,,,
Joseph Brennan (basketball),1900-11-15,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1989-05-10,,,,,,
Joseph Flores (Guamanian politician),1900-08-12,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1981-12-18,,,,,,
Joseph Green (actor),1900-04-23,1900-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1996-06-20,,,,,,
Karl Anderson (athlete),1900-11-05,1900-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1989-02-28,,,,,,
Keith Watson (politician),1900-08-22,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1973-01-13,,,,,,
Keith Wilson (politician),1900-09-03,1900-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1987-09-28,,,,,,
Ishmon Bracey,1901-01-09,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1970-02-12,,,,,,
Jack Bailey (footballer born 1901),1901-01-01T00:00:00+02:00,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jack Chambers (footballer),1901-12-06,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Jack Leslie (footballer),1901-08-17,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1988-01-01T00:00:00+02:00,,,,,,
Jack Livesey,1901-06-11,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1961-10-12,{Actor|Jack_Livesey__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jack_Livesey__1},,,,
Jack McAuliffe (American football),1901-05-21,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1971-12-17,,,,,,
Jack Smith (politician),1901-08-06,1901-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1967-04-28,,,,,,
Jack Walsh (footballer),1901-02-11,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1965-06-12,,,,,,
Erich Fiedler,{1901-01-01T00:00:00+02:00|1901-03-15},1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,{1981-01-01T00:00:00+02:00|1981-05-19},{Actor|Erich_Fiedler__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Erich_Fiedler__1},,,,
Ernie Shepherd (politician),1901-01-06,1901-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1958-09-12,,,,,,
Ernst Nilsson (footballer),1901-09-22,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1977-01-06,,,,,,
Thomas Ballantyne Martin,1901-11-13,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1995-01-28,,,,,,
Thomas Cook (cricketer and footballer),1901-01-05,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1950-01-15,,,,,,
Thomas Walsh (Irish politician),1901-12-18,1901-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1956-07-14,,,,,,
Tom Davis (English footballer),1901-01-01T00:00:00+02:00,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Tom Reid (footballer born 1901),1901-01-01T00:00:00+02:00,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Magnus Kesster,1901-07-29,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1975-04-15,{Actor|Magnus_Kesster__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Magnus_Kesster__1},,,,
Wolfgang Zilzer,1901-01-20,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1991-06-26,{Actor|Wolfgang_Zilzer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Wolfgang_Zilzer__1},,,,
Yves Deniaud (actor),1901-12-11,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1959-12-07,,,,,,
Fred Baron (footballer),1901-12-29,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Fred Price (footballer),1901-10-24,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,,,,,,,
Frederick Chapman (sportsman),1901-03-21,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1964-06-27,,,,,,
Fritiof Billquist,1901-05-05,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1972-04-21,{Actor|Fritiof_Billquist__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fritiof_Billquist__1},,,,
Gérard Blitz (swimmer),1901-08-01,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1979-03-08,,,,,,
Gavin Gordon (actor),1901-04-07,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1983-04-07,,,,,,
Geoffrey Green (politician),1901-03-15,1901-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1959-04-21,,,,,,
Patrick Smith (politician),1901-07-17,1901-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1982-03-18,,,,,,
Paul Gauthier (politician),1901-02-21,1901-01-01T00:00:00+02:00,['politician'],False,True,False,False,Unknown,1957-01-01,,,,,,
Paul Martin (athlete),1901-08-11,1901-01-01T00:00:00+02:00,['athlete'],False,False,True,False,Unknown,1987-04-28,,,,,,
Paul Willis (actor),1901-04-09,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1960-11-03,,,,,,
Pauline Starke,1901-01-10,1901-01-01T00:00:00+02:00,['actor'],True,False,False,False,Unknown,1977-02-03,{Actor|Pauline_Starke__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Pauline_Starke__1},,,,
