rdf-schema#label,birthDate,birthYear,deathDate,occupation_label,occupation,Occupation_g,Actor,Politician,title
Adelaide Hall,1901-10-20,1901-01-01T00:00:00+02:00,1993-11-07,{Dance|Actor|Singing},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Carmen Boni,1901-04-08,1901-01-01T00:00:00+02:00,1963-11-19,{Actor|Carmen_Boni__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carmen_Boni__1},['actor'],True,False,
Willy Fritsch,1901-01-27,1901-01-01T00:00:00+02:00,1973-07-13,{Actor|Willy_Fritsch__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Willy_Fritsch__1},['actor'],True,False,
John War Eagle,1901-06-08,1901-01-01T00:00:00+02:00,{1991-01-01T00:00:00+02:00|1991-02-07},{Actor|John_War_Eagle__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_War_Eagle__1},['actor'],True,False,
José Bohr,1901-09-03,1901-01-01T00:00:00+02:00,1994-05-29,{Actor|Film director|Screenwriter|Film producer|Jos%C3%A9_Bohr__1|Jos%C3%A9_Bohr__2|Jos%C3%A9_Bohr__3|Jos%C3%A9_Bohr__4},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Jos%C3%A9_Bohr__1|http://dbpedia.org/resource/Jos%C3%A9_Bohr__2|http://dbpedia.org/resource/Jos%C3%A9_Bohr__3|http://dbpedia.org/resource/Jos%C3%A9_Bohr__4},['actor'],True,False,
Kim Peacock,1901-03-24,1901-01-01T00:00:00+02:00,1966-12-26,{Actor|Kim_Peacock__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kim_Peacock__1},['actor'],True,False,
Elise Cavanna,1902-01-30,1902-01-01T00:00:00+02:00,1963-05-12,{Dance|Actor|Elise_Cavanna__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Elise_Cavanna__1},['actor'],True,False,
Enzo Turco,1902-01-01T00:00:00+02:00,1902-01-01T00:00:00+02:00,1983-07-07,{Actor|Enzo_Turco__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Enzo_Turco__1},['actor'],True,False,
Erminio Macario,1902-05-27,1902-01-01T00:00:00+02:00,1980-03-25,{Actor|Erminio_Macario__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Erminio_Macario__1},['actor'],True,False,
Lyubov Orlova,1902-01-29,1902-01-01T00:00:00+02:00,1975-01-26,{Dance|Pianist|Actor|Singing|Lyubov_Orlova__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Pianist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Lyubov_Orlova__1},"['actor', 'sing']",True,False,
Grete Reinwald,{1902-01-01T00:00:00+02:00|1902-05-25},1902-01-01T00:00:00+02:00,{1983-01-01T00:00:00+02:00|1983-05-24},{Actor|Stage|Grete_Reinwald__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stage|http://dbpedia.org/resource/Grete_Reinwald__1},['actor'],True,False,
Youssef Wahbi,1902-07-17,1902-01-01T00:00:00+02:00,1982-10-17,{Actor|Film director|Youssef_Wahbi__1|Youssef_Wahbi__2|Youssef_Wahbi__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Youssef_Wahbi__1|http://dbpedia.org/resource/Youssef_Wahbi__2|http://dbpedia.org/resource/Youssef_Wahbi__3},['actor'],True,False,
Friedrich Domin,1902-05-15,1902-01-01T00:00:00+02:00,1961-12-18,{Actor|Friedrich_Domin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Friedrich_Domin__1},['actor'],True,False,
Ganjirō Nakamura,1902-02-17,1902-01-01T00:00:00+02:00,1983-04-13,{Actor|Ganjir%C5%8D_Nakamura__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ganjir%C5%8D_Nakamura__1},['actor'],True,False,
Paul Guilfoyle (actor born in 1902),1902-07-14,1902-01-01T00:00:00+02:00,1961-06-27,Paul_Guilfoyle_(actor_born_in_1902)__1,http://dbpedia.org/resource/Paul_Guilfoyle_(actor_born_in_1902)__1,['actor'],True,False,
Per Buckhøj,1902-02-10,1902-01-01T00:00:00+02:00,1964-10-21,{Actor|Per_Buckh%C3%B8j__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Per_Buckh%C3%B8j__1},['actor'],True,False,
Dorsey B. Hardeman,1902-12-11,1902-01-01T00:00:00+02:00,1992-08-11,{Business|Politician|Ranch},{http://dbpedia.org/resource/Business|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Ranch},['politician'],False,True,
Rosalie King,1902-08-23,1902-01-01T00:00:00+02:00,1997-09-11,{Actor|Singing|Rosalie_King__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Rosalie_King__1},"['actor', 'sing']",True,False,
Ryūnosuke Tsukigata,1902-03-18,1902-01-01T00:00:00+02:00,1970-08-30,{Actor|Ry%C5%ABnosuke_Tsukigata__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ry%C5%ABnosuke_Tsukigata__1},['actor'],True,False,
Michael Whalen (actor),1902-06-30,1902-01-01T00:00:00+02:00,1974-04-14,Michael_Whalen_(actor)__1,http://dbpedia.org/resource/Michael_Whalen_(actor)__1,['actor'],True,False,
Tyrell Davis,1902-09-29,1902-01-01T00:00:00+02:00,1970-12-08,{Actor|Tyrell_Davis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Tyrell_Davis__1},['actor'],True,False,
Ureo Egawa,1902-05-07,1902-01-01T00:00:00+02:00,1970-05-20,{Actor|Ureo_Egawa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ureo_Egawa__1},['actor'],True,False,
Sidney Skolsky,{1902-05-02|1905-05-02},1905-01-01T00:00:00+02:00,1983-05-03,{Actor|Screenwriter|Radio broadcasting|Gossip columnist|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Radio_broadcasting|http://dbpedia.org/resource/Gossip_columnist|http://dbpedia.org/resource/Film_producer},['actor'],True,False,
Sir Lancelot (singer),1902-03-24,1902-01-01T00:00:00+02:00,2001-03-12,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,
Smith Ballew,1902-01-21,1902-01-01T00:00:00+02:00,1984-05-02,{Orchestra|Actor|Musician|Singing},{http://dbpedia.org/resource/Orchestra|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Singing},"['actor', 'musician', 'sing']",True,False,
Heinz Rühmann,1902-03-07,1902-01-01T00:00:00+02:00,1994-10-03,{Actor|Film director|Heinz_R%C3%BChmann__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Heinz_R%C3%BChmann__1},['actor'],True,False,
Larry Fine,1902-10-05,1902-01-01T00:00:00+02:00,1975-01-24,{Actor|Comedian|Larry_Fine__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Larry_Fine__1},['actor'],True,False,
Mantan Moreland,1902-09-03,1902-01-01T00:00:00+02:00,1973-09-28,{Actor|Comedian|Mantan_Moreland__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Mantan_Moreland__1},['actor'],True,False,
Manuel Barbeyto,1902-03-20,1902-01-01T00:00:00+02:00,1979-10-26,{Actor|Manuel_Barbeyto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Manuel_Barbeyto__1},['actor'],True,False,
Marion Mack,1902-04-08,1902-01-01T00:00:00+02:00,1989-05-01,{Real estate broker|Actor|Screenwriter|Marion_Mack__1},{http://dbpedia.org/resource/Real_estate_broker|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Marion_Mack__1},['actor'],True,False,
Jan Kiepura,1902-05-16,1902-01-01T00:00:00+02:00,1966-08-15,{Actor|Singing|Jan_Kiepura__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Jan_Kiepura__1},"['actor', 'sing']",True,False,
Eduard Franz,1902-10-31,1902-01-01T00:00:00+02:00,1983-02-10,{Actor|Eduard_Franz__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eduard_Franz__1},['actor'],True,False,
Edward Eliscu,1902-04-02,1902-01-01T00:00:00+02:00,1998-06-18,{Actor|Songwriter|Edward_Eliscu__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Edward_Eliscu__1},"['actor', 'songwriter']",True,False,
John Elfström,1902-04-20,1902-01-01T00:00:00+02:00,1981-03-27,{Actor|John_Elfstr%C3%B6m__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/John_Elfstr%C3%B6m__1},['actor'],True,False,
John G. Crommelin,1902-10-02,1902-01-01T00:00:00+02:00,1996-11-02,Vice President of the United States,http://dbpedia.org/resource/Vice_President_of_the_United_States,['president'],False,True,
Kálmán Latabár,1902-11-24,1902-01-01T00:00:00+02:00,1970-01-12,{Actor|Comedian|K%C3%A1lm%C3%A1n_Latab%C3%A1r__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/K%C3%A1lm%C3%A1n_Latab%C3%A1r__1},['actor'],True,False,
Kajirō Yamamoto,1902-03-15,1902-01-01T00:00:00+02:00,1974-09-21,{Actor|Film director|Screenwriter|Kajir%C5%8D_Yamamoto__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Kajir%C5%8D_Yamamoto__1},['actor'],True,False,
Phillips Lord,1902-07-13,1902-01-01T00:00:00+02:00,1975-10-19,{Actor|Phillips_Lord__1|Phillips_Lord__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Phillips_Lord__1|http://dbpedia.org/resource/Phillips_Lord__2},['actor'],True,False,
Piet Lieftinck,1902-09-30,1902-01-01T00:00:00+02:00,1989-07-09,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Alexander Engel,1902-06-04,1902-01-01T00:00:00+02:00,1968-07-25,{Actor|Alexander_Engel__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alexander_Engel__1},['actor'],True,False,
Sumiko Kurishima,1902-03-15,1902-01-01T00:00:00+02:00,1987-08-16,{Dance|Actor|Sumiko_Kurishima__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Sumiko_Kurishima__1},['actor'],True,False,
Eva May,1902-05-29,1902-01-01T00:00:00+02:00,1924-09-10,{Actor|Eva_May__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Eva_May__1},['actor'],True,False,
David Buttolph,1902-08-03,1902-01-01T00:00:00+02:00,1983-01-01,{Actor|Composer|David_Buttolph__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/David_Buttolph__1},['actor'],True,False,
Gerda Madsen,1902-01-04,1902-01-01T00:00:00+02:00,1986-07-26,{Actor|Gerda_Madsen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gerda_Madsen__1},['actor'],True,False,
Glenn E. Coolidge,1902-12-02,1902-01-01T00:00:00+02:00,1962-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Brian Aherne,1902-05-02,1902-01-01T00:00:00+02:00,1986-02-10,{Actor|Brian_Aherne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brian_Aherne__1},['actor'],True,False,
Victor Jory,1902-11-23,1902-01-01T00:00:00+02:00,1982-02-12,{Actor|Victor_Jory__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Victor_Jory__1},['actor'],True,False,
Virginia Fox,1902-04-02,1902-01-01T00:00:00+02:00,1982-10-14,{Actor|Virginia_Fox__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Virginia_Fox__1},['actor'],True,False,
Jean Marchat,1902-06-08,1902-01-01T00:00:00+02:00,1966-10-02,{Actor|Jean_Marchat__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jean_Marchat__1},['actor'],True,False,
Joan Lowell,1902-11-23,1902-01-01T00:00:00+02:00,1967-11-07,{Actor|Joan_Lowell__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Joan_Lowell__1},['actor'],True,False,
Alvin Duke Chandler,1902-08-18,1902-01-01T00:00:00+02:00,1987-05-26,{Education|Officer (armed forces)|Alvin_Duke_Chandler__1},{http://dbpedia.org/resource/Education|http://dbpedia.org/resource/Officer_(armed_forces)|http://dbpedia.org/resource/Alvin_Duke_Chandler__1},['president'],False,True,President College of William & Mary
Leonid Obolensky,1902-01-21,1902-01-01T00:00:00+02:00,1991-11-19,{Actor|Leonid_Obolensky__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Leonid_Obolensky__1},['actor'],True,False,
Ferdinand Marian,1902-08-14,1902-01-01T00:00:00+02:00,1946-08-07,{Actor|Ferdinand_Marian__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ferdinand_Marian__1},['actor'],True,False,
Francisco Martínez Soria,1902-12-18,1902-01-01T00:00:00+02:00,1982-02-26,{Actor|Theatre director|Francisco_Mart%C3%ADnez_Soria__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Francisco_Mart%C3%ADnez_Soria__1},['actor'],True,False,
Mary Miles Minter,1902-04-25,1902-01-01T00:00:00+02:00,1984-08-04,{Actor|Mary_Miles_Minter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mary_Miles_Minter__1},['actor'],True,False,
Mesquitinha,1902-01-01T00:00:00+02:00,1902-01-01T00:00:00+02:00,1956-01-01T00:00:00+02:00,{Actor|Mesquitinha__1|Mesquitinha__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mesquitinha__1|http://dbpedia.org/resource/Mesquitinha__2},['actor'],True,False,
Hugo Schrader,1902-07-26,1902-01-01T00:00:00+02:00,1993-02-22,{Actor|Hugo_Schrader__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hugo_Schrader__1},['actor'],True,False,
Ib Schønberg,1902-10-23,1902-01-01T00:00:00+02:00,1955-09-24,{Actor|Ib_Sch%C3%B8nberg__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ib_Sch%C3%B8nberg__1},['actor'],True,False,
Clara Peller,1902-08-04,1902-01-01T00:00:00+02:00,1987-08-11,{Actor|Clara_Peller__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Clara_Peller__1},['actor'],True,False,
Abbas Fares,1902-04-22,1902-01-01T00:00:00+02:00,1978-02-13,{Actor|Abbas_Fares__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Abbas_Fares__1},['actor'],True,False,
Carl-Heinz Schroth,1902-06-29,1902-01-01T00:00:00+02:00,1989-07-19,{Actor|Film director|Carl-Heinz_Schroth__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Carl-Heinz_Schroth__1},['actor'],True,False,
Carlos Schlieper,1902-09-23,1902-01-01T00:00:00+02:00,1957-04-11,{Actor|Carlos_Schlieper__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carlos_Schlieper__1},['actor'],True,False,
Carsta Löck,{1902-01-01T00:00:00+02:00|1902-12-28},1902-01-01T00:00:00+02:00,{1993-01-01T00:00:00+02:00|1993-10-19},{Actor|Carsta_L%C3%B6ck__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Carsta_L%C3%B6ck__1},['actor'],True,False,
Charles Blavette,1902-06-24,1902-01-01T00:00:00+02:00,1967-11-21,{Actor|Charles_Blavette__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Blavette__1},['actor'],True,False,
Charles Lloyd-Pack,1902-10-10,1902-01-01T00:00:00+02:00,1983-12-22,{Actor|Charles_Lloyd-Pack__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Charles_Lloyd-Pack__1},['actor'],True,False,
William Carter (actor),1902-01-01T00:00:00+02:00,1902-01-01T00:00:00+02:00,1952-01-01T00:00:00+02:00,{Actor|William_Carter_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/William_Carter_(actor)__1},['actor'],True,False,
William Collier Jr.,1902-02-12,1902-01-01T00:00:00+02:00,1987-02-05,{Actor|William_Collier_Jr.__1},"{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/William_Collier,_Jr.__1}",['actor'],True,False,
José Nieto (actor),1902-05-03,1902-01-01T00:00:00+02:00,1982-08-10,Jos%C3%A9_Nieto_(actor)__1,http://dbpedia.org/resource/Jos%C3%A9_Nieto_(actor)__1,['actor'],True,False,
Keith Pyott,1902-03-09,1902-01-01T00:00:00+02:00,1968-04-06,{Actor|Keith_Pyott__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Keith_Pyott__1},['actor'],True,False,
Ken Mitsuda,1902-04-29,1902-01-01T00:00:00+02:00,1997-11-28,{Actor|Ken_Mitsuda__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ken_Mitsuda__1},['actor'],True,False,
Issy Bonn,1903-04-21,1903-01-01T00:00:00+02:00,1977-04-21,{Actor|Comedian|Singing|Issy_Bonn__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Issy_Bonn__1},"['actor', 'sing']",True,False,
Ivor Guest 2nd Viscount Wimborne,1903-02-21,1903-01-01T00:00:00+02:00,1967-01-07,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,
Jack Oakie,1903-11-12,1903-01-01T00:00:00+02:00,1978-01-23,{Actor|Jack_Oakie__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Jack_Oakie__1},['actor'],True,False,
Elsa Merlini,1903-07-26,1903-01-01T00:00:00+02:00,1983-02-22,{Actor|Elsa_Merlini__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Elsa_Merlini__1},['actor'],True,False,
Emil Hass Christensen,1903-01-23,1903-01-01T00:00:00+02:00,1982-01-12,{Actor|Emil_Hass_Christensen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Emil_Hass_Christensen__1},['actor'],True,False,
Ermanno Roveri,1903-10-05,1903-01-01T00:00:00+02:00,1968-12-28,{Actor|Ermanno_Roveri__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ermanno_Roveri__1},['actor'],True,False,
Esteban Serrador,{1903-01-01T00:00:00+02:00|1903-04-30},1903-01-01T00:00:00+02:00,{1978-01-01T00:00:00+02:00|1978-06-06},{Actor|Esteban_Serrador__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Esteban_Serrador__1},['actor'],True,False,
Louis Jean Heydt,1903-04-17,1903-01-01T00:00:00+02:00,1960-01-29,{Actor|Journalist|Louis_Jean_Heydt__1|Louis_Jean_Heydt__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Journalist|http://dbpedia.org/resource/Louis_Jean_Heydt__1|http://dbpedia.org/resource/Louis_Jean_Heydt__2},['actor'],True,False,
Louis Seigner,1903-06-23,1903-01-01T00:00:00+02:00,1991-01-20,{Actor|Louis_Seigner__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Louis_Seigner__1},['actor'],True,False,
Mackenzie Ward,1903-02-20,1903-01-01T00:00:00+02:00,1976-01-01T00:00:00+02:00,{Actor|Mackenzie_Ward__1|Mackenzie_Ward__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Mackenzie_Ward__1|http://dbpedia.org/resource/Mackenzie_Ward__2},['actor'],True,False,
Grigori Aleksandrov,{1903-01-01T00:00:00+02:00|1903-01-23},1903-01-01T00:00:00+02:00,{1983-01-01T00:00:00+02:00|1983-12-16},{Actor|Film director|Screenwriter|Grigori_Aleksandrov__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Grigori_Aleksandrov__1},['actor'],True,False,
Hans Hessling,1903-03-23,1903-01-01T00:00:00+02:00,1995-02-24,{Actor|Hans_Hessling__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hans_Hessling__1},['actor'],True,False,
Hans Hinrich,1903-11-27,1903-01-01T00:00:00+02:00,1974-10-20,{Actor|Hans_Hinrich__1|Hans_Hinrich__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Hans_Hinrich__1|http://dbpedia.org/resource/Hans_Hinrich__2},['actor'],True,False,
Yaragudipati Varada Rao,{1903-01-01T00:00:00+02:00|1903-05-30},1903-01-01T00:00:00+02:00,{1973-01-01T00:00:00+02:00|1973-02-13},{Actor|Yaragudipati_Varada_Rao__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Yaragudipati_Varada_Rao__1},['actor'],True,False,
Zaki Rostom,1903-03-05,1903-01-01T00:00:00+02:00,1972-02-16,{Actor|Zaki_Rostom__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Zaki_Rostom__1},['actor'],True,False,
Fredi Washington,1903-12-23,1903-01-01T00:00:00+02:00,1994-06-28,{Actor|Fredi_Washington__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Fredi_Washington__1},['actor'],True,False,
Gabriel Gobin,1903-05-12,1903-01-01T00:00:00+02:00,1998-02-09,{Actor|Gabriel_Gobin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gabriel_Gobin__1},['actor'],True,False,
Paul Page (actor),1903-05-13,1903-01-01T00:00:00+02:00,1974-04-28,Paul_Page_(actor)__1,http://dbpedia.org/resource/Paul_Page_(actor)__1,['actor'],True,False,
Pepe Marchena,1903-01-01T00:00:00+02:00,1903-01-01T00:00:00+02:00,1976-12-04,{Actor|Singing|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter},"['actor', 'sing', 'songwriter']",True,False,
Delia Magaña,1903-02-02,1903-01-01T00:00:00+02:00,1996-03-31,{Actor|Delia_Maga%C3%B1a__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Delia_Maga%C3%B1a__1},['actor'],True,False,
