rdf-schema#label,birthDate,birthYear,occupation_label,occupation,Occupation_g,Actor,Politician,Athlete,deathDate,deathCause_label,deathCause,Cause_of_Death_cat,title
Julie Walters,1950-02-22,1950-01-01T00:00:00+02:00,{Actor|Novelist|Julie_Walters__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Novelist|http://dbpedia.org/resource/Julie_Walters__1},['actor'],True,False,False,,,,,
Jun Matsumoto (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Juris Silovs (athlete),1950-08-30,1950-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Károly Herényi,1950-12-02,1950-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Kaithapram Damodaran Namboothiri,1950-01-01,1950-01-01T00:00:00+02:00,{Lyricist|Music director|Actor|Screenwriter|Indian classical music|Music therapy|Playback singer|Poet},{http://dbpedia.org/resource/Lyricist|http://dbpedia.org/resource/Music_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Indian_classical_music|http://dbpedia.org/resource/Music_therapy|http://dbpedia.org/resource/Playback_singer|http://dbpedia.org/resource/Poet},"['actor', 'sing']",True,False,False,,,,,
Kale Browne,1950-06-16,1950-01-01T00:00:00+02:00,{Actor|Kale_Browne__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Kale_Browne__1},['actor'],True,False,False,,,,,
Karel Smyczek,1950-03-31,1950-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Karel_Smyczek__1|Karel_Smyczek__2|Karel_Smyczek__3},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Karel_Smyczek__1|http://dbpedia.org/resource/Karel_Smyczek__2|http://dbpedia.org/resource/Karel_Smyczek__3},['actor'],True,False,False,,,,,
Arthur Turner (politician),1950-12-02,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Axel Siefer,1950-11-30,1950-01-01T00:00:00+02:00,{Actor|Axel_Siefer__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Axel_Siefer__1},['actor'],True,False,False,,,,,
Barbara O'Brien (politician),1950-04-18,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Barbara Sukowa,1950-02-02,1950-01-01T00:00:00+02:00,{Actor|Barbara_Sukowa__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbara_Sukowa__1},['actor'],True,False,False,,,,,
Barbara Watson (politician),1950-07-04,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Barbi Benton,1950-01-28,1950-01-01T00:00:00+02:00,{Playboy|Actor|Barbi_Benton__1|Barbi_Benton__2|Barbi_Benton__3|Barbi_Benton__4},{http://dbpedia.org/resource/Playboy|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Barbi_Benton__1|http://dbpedia.org/resource/Barbi_Benton__2|http://dbpedia.org/resource/Barbi_Benton__3|http://dbpedia.org/resource/Barbi_Benton__4},['actor'],True,False,False,,,,,
Bas Jan van Bochove,1950-10-03,1950-01-01T00:00:00+02:00,{Education|Politician},{http://dbpedia.org/resource/Education|http://dbpedia.org/resource/Politician},['politician'],False,True,False,,,,,
Anna Romantowska,1950-05-16,1950-01-01T00:00:00+02:00,{Actor|Anna_Romantowska__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Anna_Romantowska__1},['actor'],True,False,False,,,,,
Annemarie Jorritsma,1950-06-01,1950-01-01T00:00:00+02:00,{Board of directors|Politician|Civil service},{http://dbpedia.org/resource/Board_of_directors|http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Civil_service},['politician'],False,True,False,,,,,
Annette Badland,{1950-01-01T00:00:00+02:00|1950-08-26},1950-01-01T00:00:00+02:00,{Actor|Annette_Badland__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Annette_Badland__1},['actor'],True,False,False,,,,,
Anthony De Longis,1950-03-23,1950-01-01T00:00:00+02:00,{Actor|Stunt double|Anthony_De_Longis__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Stunt_double|http://dbpedia.org/resource/Anthony_De_Longis__1},['actor'],True,False,False,,,,,
Anulka Dziubinska,1950-12-14,1950-01-01T00:00:00+02:00,{Actor|Model (profession)|Anulka_Dziubinska__1|Anulka_Dziubinska__2},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Anulka_Dziubinska__1|http://dbpedia.org/resource/Anulka_Dziubinska__2},['actor'],True,False,False,,,,,
Arnold McCuller,1950-08-26,1950-01-01T00:00:00+02:00,{Actor|Musician|Record producer|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,False,,,,,
Arthur Mitchell (politician),{1950-01-01T00:00:00+02:00|1950-07-31},1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Pat Donnelly (athlete),{1950-04-30|1950-05-20},1950-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Pat Dunn (politician),1950-02-10,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Ralph Wilcox (actor),1950-01-30,1950-01-01T00:00:00+02:00,Ralph_Wilcox_(actor)__1,http://dbpedia.org/resource/Ralph_Wilcox_(actor)__1,['actor'],True,False,False,,,,,
Randy Brooks (actor),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Randy Phillips (politician),1950-08-30,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Randy Quaid,1950-10-01,1950-01-01T00:00:00+02:00,{Actor|Randy_Quaid__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Randy_Quaid__1},['actor'],True,False,False,,,,,
Ray Lovelock (actor),1950-06-19,1950-01-01T00:00:00+02:00,{Actor|Ray_Lovelock_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ray_Lovelock_(actor)__1},['actor'],True,False,False,,,,,
Rebbie Jackson,1950-05-29,1950-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
Richard Albrecht,1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,{Actor|Writer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Writer},['actor'],True,False,False,,,,,
Peter Ryan (politician),1950-10-30,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Peter Wight (actor),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,Peter_Wight_(actor)__1,http://dbpedia.org/resource/Peter_Wight_(actor)__1,['actor'],True,False,False,,,,,
Philip Craig (actor),1950-09-03,1950-01-01T00:00:00+02:00,Philip_Craig_(actor)__1,http://dbpedia.org/resource/Philip_Craig_(actor)__1,['actor'],True,False,False,,,,,
Phillip Jackson (politician),1950-09-22,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Pilar Pilapil,1950-10-12,1950-01-01T00:00:00+02:00,{Author|Actor|Film producer|Pilar_Pilapil__1},{http://dbpedia.org/resource/Author|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_producer|http://dbpedia.org/resource/Pilar_Pilapil__1},['actor'],True,False,False,,,,,
Alan Tam,1950-08-23,1950-01-01T00:00:00+02:00,Actor,http://dbpedia.org/resource/Actor,['actor'],True,False,False,,,,,
Alberto Pérez (musician),{1950-01-01T00:00:00+02:00|1950-08-20},1950-01-01T00:00:00+02:00,{Guitarist|Actor|Record producer|Singing|Songwriter|Composer|Conducting},{http://dbpedia.org/resource/Guitarist|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Songwriter|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Conducting},"['actor', 'musician', 'sing', 'songwriter']",True,False,False,,,,,
Alex Norton,1950-01-27,1950-01-01T00:00:00+02:00,{Actor|Alex_Norton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Alex_Norton__1},['actor'],True,False,False,,,,,
Alex Wood (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Richard Berry (actor),1950-07-31,1950-01-01T00:00:00+02:00,{Film director|Screenwriter|Richard_Berry_(actor)__1},{http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Richard_Berry_(actor)__1},['actor'],True,False,False,,,,,
Richard Dean Anderson,1950-01-23,1950-01-01T00:00:00+02:00,{Actor|Composer|Richard_Dean_Anderson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Composer|http://dbpedia.org/resource/Richard_Dean_Anderson__1},['actor'],True,False,False,,,,,
Richard Greene (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Richard Norton (actor),1950-01-06,1950-01-01T00:00:00+02:00,,,['actor'],True,False,False,,,,,
Roar Flåthen,1950-01-15,1950-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Robert Bell (Australian politician),1950-07-22,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,2001-09-05,,,,
Robert Brown (Georgia politician),1950-01-30,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,2011-12-08,,,,
Robert DeLeo (politician),1950-03-27,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Robert Jones (British politician),1950-09-26,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,2007-04-16,,,,
Roberto Ramirez (politician),1950-04-05,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Roberto Vander,{1950-01-01T00:00:00+02:00|1950-09-20},1950-01-01T00:00:00+02:00,{Actor|Singing|Roberto_Vander__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Roberto_Vander__1},"['actor', 'sing']",True,False,False,,,,,
Susan Anton,1950-10-12,1950-01-01T00:00:00+02:00,{Actor|Singing|Susan_Anton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Susan_Anton__1},"['actor', 'sing']",True,False,False,,,,,Miss California 1969
Susan Bottomly,1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,{Actor|Model (profession)|Susan_Bottomly__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Model_(profession)|http://dbpedia.org/resource/Susan_Bottomly__1},['actor'],True,False,False,,,,,
Susan Taslimi,1950-02-07,1950-01-01T00:00:00+02:00,{Actor|Film director|Screenwriter|Theatre director|Susan_Taslimi__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Screenwriter|http://dbpedia.org/resource/Theatre_director|http://dbpedia.org/resource/Susan_Taslimi__1},['actor'],True,False,False,,,,,
Takeshi Kaga,1950-10-12,1950-01-01T00:00:00+02:00,{Actor|Takeshi_Kaga__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Takeshi_Kaga__1},['actor'],True,False,False,,,,,
Tarek El-Telmissany,1950-04-22,1950-01-01T00:00:00+02:00,{Actor|Cinematographer|Tarek_El-Telmissany__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Cinematographer|http://dbpedia.org/resource/Tarek_El-Telmissany__1},['actor'],True,False,False,,,,,
Tengku Adnan Tengku Mansor,1950-12-20,1950-01-01T00:00:00+02:00,Politician,http://dbpedia.org/resource/Politician,['politician'],False,True,False,,,,,
Terry Johnson (Georgia politician),1950-01-09,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Terry Mills (Kentucky politician),1950-10-12,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Daniel von Bargen,1950-06-05,1950-01-01T00:00:00+02:00,{Actor|Daniel_von_Bargen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Daniel_von_Bargen__1},['actor'],True,False,False,,,,,
Danny Gay (politician),1950-12-12,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Darleen Carr,1950-12-12,1950-01-01T00:00:00+02:00,{Actor|Darleen_Carr__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Darleen_Carr__1},['actor'],True,False,False,,,,,
Darrell Larson,1950-12-13,1950-01-01T00:00:00+02:00,{Actor|Darrell_Larson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Darrell_Larson__1},['actor'],True,False,False,,,,,
Dave Hood,1950-11-01,1950-01-01T00:00:00+02:00,{Actor|Voice acting|Dave_Hood__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Voice_acting|http://dbpedia.org/resource/Dave_Hood__1},['actor'],True,False,False,,,,,
David Berger (Canadian politician),1950-03-30,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Cannon (athlete),1950-08-07,1950-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
David Carroll (actor),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['actor'],True,False,False,1992-01-01T00:00:00+02:00,,,,
David Chow (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Frizzell (politician),1950-01-17,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Graf,1950-04-16,1950-01-01T00:00:00+02:00,{Actor|David_Graf__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Graf__1},['actor'],True,False,False,2001-04-07,,,,
David Hamilton (politician),1950-10-24,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Janson,1950-03-30,1950-01-01T00:00:00+02:00,{Actor|David_Janson__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Janson__1},['actor'],True,False,False,,,,,
David Johansen,1950-01-09,1950-01-01T00:00:00+02:00,{Actor|Musician|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,False,,,,,
David Shaw (British politician),1950-11-14,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Tal (Israeli politician),1950-02-26,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Tredinnick (politician),1950-01-19,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
David Troughton,1950-06-09,1950-01-01T00:00:00+02:00,{Actor|David_Troughton__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/David_Troughton__1},['actor'],True,False,False,,,,,
David Wade (politician),1950-03-09,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,1950-03-09,,,,
David Zien,1950-03-15,1950-01-01T00:00:00+02:00,{Politician|David_Zien__1},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/David_Zien__1},['politician'],False,True,False,,,,,
Debbie Allen,1950-01-16,1950-01-01T00:00:00+02:00,{Dance|Television director|Actor|Choreography|Debbie_Allen__1},{http://dbpedia.org/resource/Dance|http://dbpedia.org/resource/Television_director|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Choreography|http://dbpedia.org/resource/Debbie_Allen__1},['actor'],True,False,False,,,,,
Dee Dee Bridgewater,1950-05-27,1950-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,,,,,
George Daniels (athlete),1950-03-08,1950-01-01T00:00:00+02:00,,,['athlete'],False,False,True,2005-08-13,,,,
Gerald Home,1950-10-18,1950-01-01T00:00:00+02:00,{Actor|Gerald_Home__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gerald_Home__1},['actor'],True,False,False,,,,,
Gerry Mendicino,1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,{Actor|Gerry_Mendicino__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gerry_Mendicino__1},['actor'],True,False,False,,,,,
Gillian Wright,{1950-05-05|1960-05-05},{1950-01-01T00:00:00+02:00|1960-01-01T00:00:00+02:00},{Actor|Gillian_Wright__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Gillian_Wright__1},['actor'],True,False,False,,,,,
Glenn Hughes (Village People),1950-07-18,1950-01-01T00:00:00+02:00,{Actor|Singing},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing},"['actor', 'sing']",True,False,False,2001-03-04,,,,
Moin Akhter,1950-12-24,1950-01-01T00:00:00+02:00,{Actor|Film director|Writer|Comedian|Singing|Master of ceremonies|Impersonator|Moin_Akhter__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Film_director|http://dbpedia.org/resource/Writer|http://dbpedia.org/resource/Comedian|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Master_of_ceremonies|http://dbpedia.org/resource/Impersonator|http://dbpedia.org/resource/Moin_Akhter__1},"['actor', 'sing']",True,False,False,2011-04-22,,,,
Nancy Steen,1950-01-31,1950-01-01T00:00:00+02:00,{Actor|Nancy_Steen__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Nancy_Steen__1},['actor'],True,False,False,,,,,
Natalia Nogulich,1950-10-01,1950-01-01T00:00:00+02:00,{Actor|Natalia_Nogulich__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Natalia_Nogulich__1},['actor'],True,False,False,,,,,
Natalis Chan,1950-12-03,1950-01-01T00:00:00+02:00,{Actor|Singing|Film producer},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Singing|http://dbpedia.org/resource/Film_producer},"['actor', 'sing']",True,False,False,,,,,
Ben Roberts (actor),1950-07-01,1950-01-01T00:00:00+02:00,{Actor|Ben_Roberts_(actor)__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Ben_Roberts_(actor)__1},['actor'],True,False,False,,,,,
Bernard Fowler,{1950-01-01T00:00:00+02:00|1959-01-02},1950-01-01T00:00:00+02:00,{Actor|Musician|Record producer|Songwriter},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Musician|http://dbpedia.org/resource/Record_producer|http://dbpedia.org/resource/Songwriter},"['actor', 'musician', 'songwriter']",True,False,False,,,,,
Bill Bennett (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bill Black (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bill Collins (athlete),1950-11-20,1950-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Bill Hamilton (West Virginia politician),1950-07-14,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bill Hartley (athlete),1950-06-27,1950-01-01T00:00:00+02:00,,,['athlete'],False,False,True,,,,,
Bill Irwin,1950-04-11,1950-01-01T00:00:00+02:00,{Actor|Bill_Irwin__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Bill_Irwin__1},['actor'],True,False,False,,,,,
Bill Perkins (politician),1950-01-01T00:00:00+02:00,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bill Thomas (Australian politician),1950-09-18,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Bob Krause (politician),1950-01-15,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Brad Dourif,1950-03-18,1950-01-01T00:00:00+02:00,{Actor|Brad_Dourif__1},{http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/Brad_Dourif__1},['actor'],True,False,False,,,,,
Brad Owen,1950-05-23,1950-01-01T00:00:00+02:00,{Politician|Small business},{http://dbpedia.org/resource/Politician|http://dbpedia.org/resource/Small_business},['politician'],False,True,False,,,,,
Brendan Donnelly (politician),1950-08-25,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Brian Ellis (Australian politician),1950-04-28,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Brian Evans (politician),1950-08-15,1950-01-01T00:00:00+02:00,,,['politician'],False,True,False,,,,,
Brian Hinton,1950-09-21,1950-01-01T00:00:00+02:00,{Musicology|Actor|List of biographers|Poet},{http://dbpedia.org/resource/Musicology|http://dbpedia.org/resource/Actor|http://dbpedia.org/resource/List_of_biographers|http://dbpedia.org/resource/Poet},['actor'],True,False,False,,,,,
